attendance_percentage,academic_score,indiscipline_count,online_engagement_score,dropout
91.29,6.71,0.79,86.89,0
70.51,8.01,1.35,100.0,0
65.22,5.82,5.55,78.61,1
87.73,4.81,0.03,50.41,0
38.61,6.18,10.0,100.0,1
55.32,6.02,2.88,99.37,0
77.73,7.34,0.18,91.96,1
76.95,4.75,2.31,93.92,0
66.79,6.25,0.9,42.75,0
100.0,6.63,0.86,60.18,0
80.25,5.48,0.97,72.1,0
57.35,5.78,1.8,100.0,0
63.95,5.93,0.7,82.38,0
61.58,8.68,0.31,48.39,0
93.13,5.7,8.94,100.0,0
87.8,4.88,0.85,52.08,0
63.02,6.24,2.33,84.41,0
78.6,7.1,5.5,69.98,0
90.07,7.22,0.06,79.73,0
79.94,7.72,5.04,87.75,0
65.87,5.73,10.0,46.28,1
76.73,8.48,2.0,70.62,0
79.05,5.74,2.16,58.98,0
78.55,4.8,10.0,100.0,0
75.84,4.22,8.42,61.25,1
100.0,7.57,2.33,90.81,0
58.55,6.81,1.1,95.35,0
57.83,9.86,1.77,81.9,0
100.0,9.84,0.03,74.88,0
78.9,7.46,0.06,75.03,0
80.84,4.59,3.32,49.56,0
94.02,5.43,0.35,57.04,0
79.9,8.71,0.6,79.25,0
100.0,8.24,2.52,50.29,0
68.23,8.48,0.8,45.26,0
59.22,6.75,7.12,78.58,1
75.9,2.41,10.0,95.09,0
39.61,6.96,5.47,62.44,1
61.95,7.44,4.0,71.96,0
68.15,8.47,9.88,51.22,1
54.99,6.61,3.18,100.0,0
100.0,6.95,8.9,86.51,0
71.27,6.21,3.9,80.98,0
100.0,2.0,0.36,54.22,0
42.85,7.84,3.74,56.81,0
79.82,7.77,0.08,65.74,0
55.04,3.51,0.8,59.33,0
90.26,6.47,0.21,60.3,0
100.0,8.45,1.28,65.4,0
79.05,10.0,0.42,54.71,0
56.52,7.03,1.99,62.31,0
81.42,7.81,0.22,100.0,0
97.48,10.0,3.2,99.28,0
100.0,5.53,0.57,77.4,1
24.95,5.63,1.98,80.55,0
96.12,10.0,0.56,63.96,0
57.24,8.43,1.36,72.08,0
92.08,7.06,2.03,100.0,0
79.25,8.4,3.78,79.03,0
95.83,9.44,0.36,25.2,0
68.28,6.88,1.45,32.44,0
48.16,6.67,0.23,15.2,1
76.3,5.58,1.83,77.42,0
63.74,7.69,0.34,100.0,0
72.61,3.36,2.09,25.03,0
74.67,7.14,1.52,71.9,0
61.95,4.77,0.01,21.12,1
84.47,7.51,0.83,72.25,1
67.44,4.2,0.43,95.94,0
94.6,9.28,3.0,59.67,0
100.0,5.28,2.35,44.61,0
85.5,6.19,0.84,100.0,0
35.2,4.73,1.12,98.65,0
78.39,4.42,4.56,69.64,0
75.67,8.38,0.05,74.96,0
83.47,5.41,2.78,82.1,0
76.26,8.74,0.74,100.0,0
70.06,6.83,3.02,69.94,0
75.75,4.76,0.35,50.48,0
100.0,6.31,3.05,58.55,0
84.66,4.79,1.71,67.78,0
69.46,6.72,0.17,73.64,0
100.0,8.77,0.85,78.99,0
58.54,9.09,0.73,83.32,0
58.9,2.9,9.22,34.53,0
53.63,4.99,1.1,67.83,0
50.35,5.01,2.12,89.65,0
60.82,4.78,0.37,73.79,0
82.7,4.27,8.04,69.55,0
66.39,8.79,0.31,50.37,0
14.81,4.74,0.44,42.31,0
84.57,4.03,0.66,83.24,1
57.88,10.0,3.44,77.61,1
77.48,9.06,0.14,21.31,0
100.0,9.18,2.24,52.33,0
50.41,10.0,2.88,64.58,0
40.11,6.51,1.05,74.09,0
90.17,7.39,0.3,42.81,0
80.29,6.67,2.27,69.01,0
69.05,6.04,2.42,33.3,0
91.08,2.81,0.71,52.89,0
51.03,7.44,0.49,82.78,0
93.74,4.32,4.4,67.56,0
68.91,6.61,0.47,72.69,0
65.72,4.61,0.8,57.89,0
86.39,7.48,2.2,92.24,0
67.43,6.86,0.09,77.77,0
78.41,9.01,0.73,99.48,0
71.98,7.52,0.08,88.18,0
65.08,8.45,3.16,75.07,0
100.0,6.32,5.13,100.0,0
47.45,4.57,0.98,64.52,1
97.13,6.02,1.48,57.43,0
57.34,4.48,0.41,98.47,0
61.44,2.04,0.36,100.0,0
66.04,4.19,3.41,81.16,0
85.74,1.59,1.45,47.91,0
100.0,6.55,1.4,55.03,0
82.72,6.88,2.52,88.22,0
90.3,7.88,1.52,100.0,0
96.63,5.33,3.37,89.39,0
78.14,4.79,4.79,98.54,0
81.58,7.42,3.7,56.35,0
61.58,7.44,0.4,79.18,0
69.2,4.43,0.67,50.69,0
65.09,6.24,2.43,88.87,0
34.75,10.0,0.01,83.3,1
57.17,5.62,3.19,53.84,1
56.4,6.89,1.39,70.29,0
74.99,7.84,0.82,86.66,0
52.64,5.87,1.37,86.83,0
94.54,6.84,0.78,98.57,0
75.22,3.98,0.88,99.08,0
66.26,8.95,1.33,100.0,0
77.77,7.81,0.41,75.0,0
67.3,10.0,5.84,46.18,0
83.97,4.81,0.71,100.0,0
49.88,2.58,1.99,48.76,0
39.16,4.59,1.18,64.21,0
66.28,5.54,1.09,100.0,1
100.0,4.13,0.37,60.0,0
100.0,6.0,1.64,65.58,0
79.89,8.5,1.7,65.78,0
100.0,6.32,1.24,65.78,0
61.43,7.52,1.32,44.08,0
62.18,6.68,1.77,50.41,1
73.95,8.05,10.0,82.18,0
61.51,5.69,5.41,91.03,0
67.31,5.09,1.82,61.11,1
91.08,4.37,2.66,59.0,0
56.61,8.11,0.15,76.69,0
66.02,9.27,0.31,64.44,0
46.15,5.86,0.38,82.04,1
100.0,5.55,0.55,33.13,0
48.9,6.5,1.0,32.52,0
79.14,5.27,0.38,99.91,0
66.6,4.86,0.84,28.86,0
55.11,8.14,0.04,0.0,0
75.6,4.27,0.54,68.79,1
45.88,6.35,2.09,30.64,0
85.01,9.49,3.69,90.14,0
94.41,3.92,3.49,95.78,0
91.97,5.82,1.42,68.38,1
65.62,8.09,0.07,70.51,0
86.16,4.5,0.16,49.62,0
76.49,5.96,2.24,37.24,0
67.79,2.63,2.06,58.56,1
83.72,7.55,8.18,89.02,0
56.23,1.7,1.16,42.38,1
92.94,6.73,0.01,39.92,0
58.33,7.99,0.46,74.95,1
16.86,4.2,2.35,100.0,1
36.0,5.02,0.22,56.73,0
68.0,9.1,0.6,60.93,0
58.2,5.02,0.04,41.83,1
97.29,4.05,0.45,61.55,0
60.85,4.88,0.15,88.86,0
44.42,6.0,2.55,69.47,0
70.86,5.72,0.73,30.78,0
72.44,6.23,1.97,41.15,0
52.53,3.61,1.09,85.31,0
83.46,6.0,0.74,44.64,0
90.49,4.88,2.67,0.0,1
82.68,4.69,1.29,100.0,1
90.22,7.21,4.37,43.88,0
55.22,6.8,0.05,99.14,0
39.46,6.55,2.68,77.91,1
55.29,4.47,3.99,36.08,1
54.06,7.88,2.13,68.81,0
66.72,5.45,4.23,69.68,1
92.39,2.79,0.34,6.39,0
100.0,5.79,2.13,61.16,0
100.0,10.0,5.14,81.23,0
63.16,8.63,0.48,100.0,0
46.46,10.0,3.7,81.93,0
68.89,8.1,2.01,41.76,0
73.38,3.9,0.19,31.1,1
40.15,9.3,8.25,73.14,0
96.89,8.24,0.07,38.91,0
52.74,3.57,2.76,79.84,1
90.49,8.23,1.29,38.9,0
76.83,7.54,4.87,79.23,0
45.74,7.51,0.49,92.03,0
100.0,7.57,0.25,62.47,0
63.72,5.37,0.28,100.0,0
87.39,6.59,4.25,67.11,0
60.51,8.88,0.23,49.71,0
100.0,6.51,5.21,100.0,0
62.84,10.0,3.89,52.7,0
69.13,2.44,2.45,69.61,1
91.13,2.29,1.08,75.97,0
88.93,3.72,0.13,72.7,0
61.62,8.21,4.19,49.69,0
99.55,6.91,0.63,79.73,0
67.78,6.73,0.91,53.0,0
100.0,4.82,1.82,71.38,1
6.91,9.91,0.9,42.99,0
51.11,6.53,3.02,57.58,0
68.59,6.3,0.31,40.27,0
67.33,7.36,0.26,99.19,0
90.1,7.58,0.13,40.88,0
50.36,6.42,2.67,87.22,0
100.0,5.87,0.96,100.0,1
54.87,10.0,3.3,52.94,0
64.62,7.01,3.15,70.43,0
38.49,9.93,0.01,75.63,0
88.05,6.08,0.81,100.0,0
33.22,5.93,4.79,100.0,0
100.0,6.84,2.96,63.08,0
91.37,4.04,0.22,33.6,0
40.37,3.79,0.28,47.19,1
91.48,6.04,0.84,70.22,0
68.7,5.6,3.06,69.69,0
73.9,6.54,1.76,92.1,0
84.93,4.56,0.94,92.99,0
31.91,4.82,0.7,98.59,0
67.4,7.71,0.51,76.16,0
80.24,8.05,4.44,74.68,0
78.52,8.48,0.27,48.99,0
91.64,7.21,2.83,97.87,0
100.0,5.73,1.89,56.39,0
79.29,3.68,1.14,42.74,0
88.49,10.0,1.59,87.22,0
47.44,3.9,1.62,62.88,0
87.41,4.02,0.97,55.32,0
56.99,5.06,4.14,85.13,1
77.61,7.65,0.34,77.33,0
79.23,8.05,2.26,69.99,0
57.88,9.5,7.51,99.87,1
66.36,7.29,1.22,76.22,0
100.0,8.63,1.93,90.72,0
81.45,6.49,0.67,100.0,0
97.79,5.4,0.54,100.0,0
88.04,7.31,1.0,95.75,0
94.89,4.11,2.53,96.95,0
51.82,7.81,1.05,100.0,0
69.92,5.41,1.28,92.3,0
67.93,5.19,0.59,54.95,0
78.71,6.64,10.0,90.97,1
73.53,7.72,1.08,100.0,0
72.46,8.65,0.9,88.17,0
43.34,4.97,0.37,23.52,1
87.12,5.12,0.76,39.19,0
100.0,1.73,6.86,75.48,0
59.49,6.92,2.48,97.81,0
52.62,1.8,1.78,39.54,1
65.22,5.73,1.66,88.74,1
73.73,4.46,0.88,77.74,0
33.95,9.02,3.28,39.26,0
86.24,8.26,1.16,68.13,0
70.81,4.85,5.76,68.15,1
66.32,4.22,0.47,76.12,0
94.25,5.06,2.99,46.86,0
51.53,8.07,1.89,100.0,0
100.0,6.29,1.9,54.19,0
52.79,7.6,2.44,59.02,0
79.11,8.09,1.79,100.0,0
40.67,6.85,0.31,70.52,0
43.73,4.32,4.01,73.91,0
63.19,5.7,1.25,49.89,0
48.09,7.64,1.31,73.38,0
48.64,8.23,0.65,85.94,0
59.7,6.98,3.88,81.93,1
85.27,4.68,6.59,39.68,1
80.39,7.37,0.83,94.66,0
92.74,9.24,0.52,81.02,0
100.0,7.43,3.52,85.96,0
95.16,7.21,0.53,100.0,0
60.24,4.24,0.66,93.51,0
86.0,5.72,2.0,54.9,0
85.14,9.66,0.31,54.59,0
49.04,8.12,0.48,60.74,0
100.0,9.82,1.76,97.74,0
84.33,3.64,0.16,78.38,0
66.29,9.53,0.27,54.94,0
76.1,1.14,2.94,95.74,0
41.64,3.73,5.3,94.86,1
51.13,6.93,0.77,61.43,0
61.91,7.5,0.13,79.61,0
86.19,8.67,0.81,43.69,0
100.0,7.42,4.3,100.0,0
73.42,6.34,6.13,88.73,1
58.07,6.22,10.0,86.24,1
40.99,6.56,0.51,51.11,0
91.05,6.73,4.91,98.08,0
83.26,8.18,0.45,59.49,0
66.28,6.94,4.74,92.91,0
65.39,4.06,0.29,70.58,1
88.1,4.47,9.06,56.85,0
50.59,4.78,3.11,100.0,0
100.0,3.31,8.53,57.7,0
81.12,7.72,3.12,84.61,0
47.43,6.9,2.02,93.69,0
67.54,6.46,0.16,38.96,0
84.87,7.3,0.29,86.27,0
75.13,4.44,5.11,100.0,0
80.9,8.05,2.69,34.23,1
75.56,8.1,1.31,62.82,0
100.0,6.46,2.99,46.03,0
67.68,9.15,4.97,64.46,0
68.45,1.55,5.63,37.87,1
48.19,2.07,1.84,91.99,0
100.0,8.5,0.46,80.13,0
92.86,6.49,2.37,36.04,0
92.41,6.09,0.37,82.99,0
90.21,6.84,5.98,73.05,0
89.44,4.75,7.67,27.5,0
54.88,7.81,2.54,100.0,0
82.53,4.4,1.76,38.38,0
84.07,6.48,2.88,70.48,0
88.19,4.74,1.09,55.76,1
83.8,5.58,0.6,76.3,0
87.85,3.39,2.8,86.09,0
66.52,6.91,1.32,89.01,0
55.37,6.23,2.04,80.78,0
94.47,10.0,2.17,100.0,0
74.42,8.18,3.13,35.06,0
78.12,4.61,2.59,83.61,1
82.95,6.04,0.92,52.68,0
70.56,6.33,0.38,51.44,0
65.62,9.37,1.04,68.58,0
59.12,3.29,1.01,100.0,1
74.65,9.42,0.01,100.0,0
71.47,7.6,5.68,89.82,0
53.23,6.65,1.24,69.0,0
100.0,3.76,0.43,85.93,0
88.19,7.91,1.23,51.87,0
52.9,5.81,0.99,89.61,0
77.22,10.0,5.04,76.77,0
72.21,7.48,0.73,56.48,0
64.87,8.09,0.34,57.39,0
